maven-transitive,commons-logging:commons-logging,1.3.3,org.apache.pdfbox:pdfbox:3.0.3,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.apache.pdfbox%3Apdfbox/versions/3.0.3:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,jakarta.activation:jakarta.activation-api,2.1.3,org.glassfish.jaxb:jaxb-runtime:4.0.5,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.glassfish.jaxb%3Ajaxb-runtime/versions/4.0.5:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,jakarta.xml.bind:jakarta.xml.bind-api,3.0.1,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,jakarta.xml.bind:jakarta.xml.bind-api,4.0.2,org.glassfish.jaxb:jaxb-runtime:4.0.5,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.glassfish.jaxb%3Ajaxb-runtime/versions/4.0.5:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,junit:junit,4.12,pl.pragmatists:JUnitParams:1.1.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/pl.pragmatists%3AJUnitParams/versions/1.1.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,net.bytebuddy:byte-buddy,1.15.4,org.mockito:mockito-core:5.14.2,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.mockito%3Amockito-core/versions/5.14.2:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,net.bytebuddy:byte-buddy-agent,1.15.4,org.mockito:mockito-core:5.14.2,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.mockito%3Amockito-core/versions/5.14.2:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.commons:commons-collections4,4.4,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.commons:commons-lang3,3.14.0,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.httpcomponents.client5:httpclient5,5.3.1,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.httpcomponents.core5:httpcore5,5.2.4,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.httpcomponents.core5:httpcore5-h2,5.2.4,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.pdfbox:fontbox,2.0.30,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.pdfbox:fontbox,3.0.3,org.apache.pdfbox:pdfbox:3.0.3,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.apache.pdfbox%3Apdfbox/versions/3.0.3:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.pdfbox:pdfbox,2.0.30,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.pdfbox:pdfbox-io,3.0.3,org.apache.pdfbox:pdfbox:3.0.3,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.apache.pdfbox%3Apdfbox/versions/3.0.3:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.apache.santuario:xmlsec,3.0.4,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.bouncycastle:bcpkix-jdk18on,1.78.1,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.bouncycastle:bcprov-jdk15on,1.70,org.bouncycastle:bcpkix-jdk15on:1.70,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.bouncycastle%3Abcpkix-jdk15on/versions/1.70:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.bouncycastle:bcprov-jdk18on,1.78.1,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.bouncycastle:bcutil-jdk15on,1.70,org.bouncycastle:bcpkix-jdk15on:1.70,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.bouncycastle%3Abcpkix-jdk15on/versions/1.70:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.bouncycastle:bcutil-jdk18on,1.78.1,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-alert,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-asic-cades,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-asic-common,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-asic-xades,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-cades,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-crl-parser,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-crl-parser-stream,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-crl-parser-x509crl,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-detailed-report-jaxb,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-diagnostic-jaxb,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-document,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-enumerations,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-i18n,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-jaxb-common,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-jaxb-parsers,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-model,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-pades,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-pades-pdfbox,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-policy-jaxb,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-service,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-simple-certificate-report-jaxb,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-simple-report-jaxb,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-spi,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-token,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-tsl-validation,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-utils,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-utils-apache-commons,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-xades,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-xml-common,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:dss-xml-utils,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:specs-asic-manifest,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:specs-trusted-list,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:specs-validation-report,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:specs-xades,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:specs-xmldsig,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
maven-transitive,org.digidoc4j.dss:validation-policy,6.0.d4j.2,org.digidoc4j:digidoc4j:5.3.1,transitive graph reconstructed through deps.dev,common/external/java Gradle user home cache,Maven Central project metadata,https://api.deps.dev/v3/systems/maven/packages/org.digidoc4j%3Adigidoc4j/versions/5.3.1:dependencies,public-verifiable,,not evaluated,not exhaustively evaluated,evidence/dependency-manifests/java/graphs/maven-resolved-graphs.csv,Secondary graph evidence; does not prove the contents of the absent original Gradle cache.
